timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2024-10-21T00:00:00.000Z";"2024-10-27T23:59:59.999Z";"2024-10-21T05:47:00.000Z";"2024-10-25T20:06:00.000Z";"2781";0.00039733601586;0.00039853463411;0.00031044400576;0.0003432693532;10657.45;0;"2024-10-27T23:59:59.999Z"
"2024-10-14T00:00:00.000Z";"2024-10-20T23:59:59.999Z";"2024-10-16T04:39:00.000Z";"2024-10-20T10:52:00.000Z";"2781";0.0004514091657;0.00053194646721;0.00038079802172;0.00039733601586;43088.72;0;"2024-10-20T23:59:59.999Z"
"2024-10-07T00:00:00.000Z";"2024-10-13T23:59:59.999Z";"2024-10-07T18:49:00.000Z";"2024-10-07T00:00:00.000Z";"2781";0.00029683545764;0.00052997233727;0.00029683545764;0.0004514091657;106095.26;0;"2024-10-13T23:59:59.999Z"
"2024-09-30T00:00:00.000Z";"2024-10-06T23:59:59.999Z";"2024-09-30T00:45:00.000Z";"2024-10-03T14:53:00.000Z";"2781";0.00038269652914;0.00038269652914;0.00025759841875;0.00029683545764;21289.27;0;"2024-10-06T23:59:59.999Z"
"2024-09-23T00:00:00.000Z";"2024-09-29T23:59:59.999Z";"2024-09-23T06:58:00.000Z";"2024-09-25T23:48:00.000Z";"2781";0.00033661658798;0.00042739403974;0.00029275033867;0.00038269652914;51037.55;0;"2024-09-29T23:59:59.999Z"
"2024-09-16T00:00:00.000Z";"2024-09-22T23:59:59.999Z";"2024-09-22T04:50:00.000Z";"2024-09-16T23:59:00.000Z";"2781";0.0002621791176;0.00039218565957;0.00025219114522;0.00033661658798;33000.42;0;"2024-09-22T23:59:59.999Z"
"2024-09-09T00:00:00.000Z";"2024-09-15T23:59:59.999Z";"2024-09-11T04:22:00.000Z";"2024-09-12T17:49:00.000Z";"2781";0.00024867048429;0.00028439541717;0.00024738670914;0.0002621791176;37332.2;0;"2024-09-15T23:59:59.999Z"
"2024-09-02T00:00:00.000Z";"2024-09-08T23:59:59.999Z";"2024-09-03T07:56:00.000Z";"2024-09-08T21:51:00.000Z";"2781";0.00030096542236;0.00032873571128;0.00024867048429;0.00024867048429;11779.96;0;"2024-09-08T23:59:59.999Z"
"2024-08-26T00:00:00.000Z";"2024-09-01T23:59:59.999Z";"2024-08-26T00:28:00.000Z";"2024-09-01T23:46:00.000Z";"2781";0.0004358278196;0.0004358278196;0.00030096542236;0.00030096542236;28184.21;0;"2024-09-01T23:59:59.999Z"
"2024-08-19T00:00:00.000Z";"2024-08-25T23:59:59.999Z";"2024-08-21T13:53:00.000Z";"2024-08-21T09:29:00.000Z";"2781";0.00044758047888;0.00060227980302;0.00041873133224;0.0004358278196;109967.82;0;"2024-08-25T23:59:59.999Z"
"2024-08-12T00:00:00.000Z";"2024-08-18T23:59:59.999Z";"2024-08-14T15:56:00.000Z";"2024-08-13T17:39:00.000Z";"2781";0.0004582563718;0.00050607473376;0.00043170322628;0.00044758047888;23410.43;0;"2024-08-18T23:59:59.999Z"
"2024-08-05T00:00:00.000Z";"2024-08-11T23:59:59.999Z";"2024-08-05T00:01:00.000Z";"2024-08-07T20:55:00.000Z";"2781";0.0005552003071;0.0005552003071;0.0003582594284;0.0004582563718;46927.79;0;"2024-08-11T23:59:59.999Z"
