timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2024-10-21T00:00:00.000Z";"2024-10-27T23:59:59.999Z";"2024-10-21T00:11:00.000Z";"2024-10-25T04:55:00.000Z";"2781";0.00069928597307;0.00069928597307;0.00063553589202;0.00066352695829;3869.28;0;"2024-10-27T23:59:59.999Z"
"2024-10-14T00:00:00.000Z";"2024-10-20T23:59:59.999Z";"2024-10-16T04:37:00.000Z";"2024-10-18T13:57:00.000Z";"2781";0.00076253427635;0.00080091880866;0.00069700124751;0.00069928597307;4591.41;0;"2024-10-20T23:59:59.999Z"
"2024-10-07T00:00:00.000Z";"2024-10-13T23:59:59.999Z";"2024-10-07T06:50:00.000Z";"2024-10-10T17:31:00.000Z";"2781";0.0009519047248;0.00099626736832;0.0006956649335;0.00076253427635;16207.47;0;"2024-10-13T23:59:59.999Z"
"2024-09-30T00:00:00.000Z";"2024-10-06T23:59:59.999Z";"2024-09-30T07:41:00.000Z";"2024-10-03T23:48:00.000Z";"2781";0.0009543307241;0.00125844708641;0.00082493063715;0.0009519047248;16319.72;0;"2024-10-06T23:59:59.999Z"
"2024-09-23T00:00:00.000Z";"2024-09-29T23:59:59.999Z";"2024-09-24T06:55:00.000Z";"2024-09-29T10:55:00.000Z";"2781";0.00122384717192;0.00124932729847;0.00093791369591;0.0009543307241;7174.83;0;"2024-09-29T23:59:59.999Z"
"2024-09-16T00:00:00.000Z";"2024-09-22T23:59:59.999Z";"2024-09-21T06:13:00.000Z";"2024-09-16T00:40:00.000Z";"2781";0.0005514871063;0.00128130437629;0.0005514871063;0.00122384717192;24800.22;0;"2024-09-22T23:59:59.999Z"
"2024-09-09T00:00:00.000Z";"2024-09-15T23:59:59.999Z";"2024-09-13T21:59:00.000Z";"2024-09-09T00:57:00.000Z";"2781";0.00047683145824;0.00056650923156;0.00047683145824;0.0005514871063;6886.76;0;"2024-09-15T23:59:59.999Z"
"2024-09-02T00:00:00.000Z";"2024-09-08T23:59:59.999Z";"2024-09-03T04:10:00.000Z";"2024-09-06T19:51:00.000Z";"2781";0.00047542561924;0.00049759887557;0.00044407312445;0.00047683145824;2340.55;0;"2024-09-08T23:59:59.999Z"
"2024-08-26T00:00:00.000Z";"2024-09-01T23:59:59.999Z";"2024-08-29T22:58:00.000Z";"2024-09-01T15:53:00.000Z";"2781";0.00056526158084;0.00068491069494;0.00043477088831;0.00047542561924;11958.9;0;"2024-09-01T23:59:59.999Z"
"2024-08-19T00:00:00.000Z";"2024-08-25T23:59:59.999Z";"2024-08-20T03:23:00.000Z";"2024-08-21T12:51:00.000Z";"2781";0.0005879618896;0.00060962889288;0.0005154178383;0.00056526158084;5078.12;0;"2024-08-25T23:59:59.999Z"
"2024-08-12T00:00:00.000Z";"2024-08-18T23:59:59.999Z";"2024-08-14T12:45:00.000Z";"2024-08-18T06:40:00.000Z";"2781";0.00066488032881;0.0006769093892;0.00057063058527;0.0005879618896;2545.44;0;"2024-08-18T23:59:59.999Z"
"2024-08-05T00:00:00.000Z";"2024-08-11T23:59:59.999Z";"2024-08-05T00:25:00.000Z";"2024-08-05T11:56:00.000Z";"2781";0.00072038868911;0.00072038868911;0.00055071898664;0.00066488032881;2770.53;0;"2024-08-11T23:59:59.999Z"
"2024-07-29T00:00:00.000Z";"2024-08-04T23:59:59.999Z";"2024-07-30T13:19:00.000Z";"2024-08-03T14:08:00.000Z";"2781";0.00084579888886;0.00087423799676;0.00065212205708;0.00072038868911;9060.74;0;"2024-08-04T23:59:59.999Z"
"2024-07-22T00:00:00.000Z";"2024-07-28T23:59:59.999Z";"2024-07-24T23:35:00.000Z";"2024-07-24T07:03:00.000Z";"2781";0.0007847844481;0.00093195651761;0.00077113437487;0.00084579888886;6713.43;0;"2024-07-28T23:59:59.999Z"
"2024-07-15T00:00:00.000Z";"2024-07-21T23:59:59.999Z";"2024-07-15T07:17:00.000Z";"2024-07-17T12:19:00.000Z";"2781";0.00090982707552;0.00102171034401;0.00073497126709;0.0007847844481;104659.04;0;"2024-07-21T23:59:59.999Z"
"2024-07-08T00:00:00.000Z";"2024-07-14T23:59:59.999Z";"2024-07-11T19:12:00.000Z";"2024-07-12T17:09:00.000Z";"2781";0.00086136274396;0.00132348699345;0.00083351483839;0.00090982707552;37093.23;0;"2024-07-14T23:59:59.999Z"
"2024-07-01T00:00:00.000Z";"2024-07-07T23:59:59.999Z";"2024-07-01T07:13:00.000Z";"2024-07-06T12:28:00.000Z";"2781";0.00115853825513;0.00119577199693;0.00083764229484;0.00086136274396;5100.63;0;"2024-07-07T23:59:59.999Z"
"2024-06-24T00:00:00.000Z";"2024-06-30T23:59:59.999Z";"2024-06-30T23:31:00.000Z";"2024-06-29T09:34:00.000Z";"2781";0.001158084081;0.00115853825513;0.00099695493653;0.00115853825513;6779.87;0;"2024-06-30T23:59:59.999Z"
"2024-06-17T00:00:00.000Z";"2024-06-23T23:59:59.999Z";"2024-06-17T18:28:00.000Z";"2024-06-22T10:30:00.000Z";"2781";0.0013240485539;0.00132670000459;0.00114487122431;0.001158084081;3725.99;0;"2024-06-23T23:59:59.999Z"
"2024-06-10T00:00:00.000Z";"2024-06-16T23:59:59.999Z";"2024-06-10T00:00:00.000Z";"2024-06-13T14:23:00.000Z";"2781";0.00144968858087;0.00144968858087;0.00122873457818;0.0013240485539;5932.7;0;"2024-06-16T23:59:59.999Z"
"2024-06-03T00:00:00.000Z";"2024-06-09T23:59:59.999Z";"2024-06-03T15:08:00.000Z";"2024-06-09T20:16:00.000Z";"2781";0.00189981716334;0.0019279880031;0.00144968858087;0.00144968858087;13716.9;0;"2024-06-09T23:59:59.999Z"
"2024-05-27T00:00:00.000Z";"2024-06-02T23:59:59.999Z";"2024-06-02T07:37:00.000Z";"2024-05-27T00:57:00.000Z";"2781";0.00116146063056;0.00208599176564;0.00116146063056;0.00189981716334;27544.08;0;"2024-06-02T23:59:59.999Z"
"2024-05-20T00:00:00.000Z";"2024-05-26T23:59:59.999Z";"2024-05-20T20:38:00.000Z";"2024-05-23T18:37:00.000Z";"2781";0.00113421581341;0.00124106803874;0.00096465870516;0.00116146063056;11386.79;0;"2024-05-26T23:59:59.999Z"
"2024-05-13T00:00:00.000Z";"2024-05-19T23:59:59.999Z";"2024-05-16T07:41:00.000Z";"2024-05-19T01:11:00.000Z";"2781";0.00128495366468;0.00131869076997;0.00105574715244;0.00113421581341;7087.24;0;"2024-05-19T23:59:59.999Z"
"2024-05-06T00:00:00.000Z";"2024-05-12T23:59:59.999Z";"2024-05-06T00:39:00.000Z";"2024-05-10T19:57:00.000Z";"2781";0.00159876061417;0.00159876061417;0.00113533417287;0.00128495366468;18940.67;0;"2024-05-12T23:59:59.999Z"
"2024-04-29T00:00:00.000Z";"2024-05-05T23:59:59.999Z";"2024-04-29T09:36:00.000Z";"2024-05-01T11:56:00.000Z";"2781";0.00184585488415;0.00185623700176;0.00147613831725;0.00159876061417;6424.83;0;"2024-05-05T23:59:59.999Z"
"2024-04-22T00:00:00.000Z";"2024-04-28T23:59:59.999Z";"2024-04-23T22:42:00.000Z";"2024-04-27T09:59:00.000Z";"2781";0.0021032252796;0.00226487782628;0.0016298967854;0.00184585488415;9504.41;0;"2024-04-28T23:59:59.999Z"
"2024-04-15T00:00:00.000Z";"2024-04-21T23:59:59.999Z";"2024-04-16T14:56:00.000Z";"2024-04-15T00:21:00.000Z";"2781";0.00166253483793;0.00234047674675;0.00166253483793;0.0021032252796;15835.85;0;"2024-04-21T23:59:59.999Z"
"2024-04-08T00:00:00.000Z";"2024-04-14T23:59:59.999Z";"2024-04-09T06:48:00.000Z";"2024-04-14T12:58:00.000Z";"2781";0.00205291246219;0.00219543586808;0.00166253483793;0.00166253483793;14761.66;0;"2024-04-14T23:59:59.999Z"
"2024-04-01T00:00:00.000Z";"2024-04-07T23:59:59.999Z";"2024-04-01T12:36:00.000Z";"2024-04-03T11:52:00.000Z";"2781";0.00271456416654;0.00271456416654;0.00195147511849;0.00205291246219;20167.21;0;"2024-04-07T23:59:59.999Z"
