timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2024-10-21T00:00:00.000Z";"2024-10-27T23:59:59.999Z";"2024-10-25T15:18:00.000Z";"2024-10-25T20:57:00.000Z";"2781";0.0316893351;0.0438964176;0.0313065389;0.0419497361;0;0;"2024-10-27T23:59:59.999Z"
"2024-10-14T00:00:00.000Z";"2024-10-20T23:59:59.999Z";"2024-10-20T00:03:00.000Z";"2024-10-14T01:14:00.000Z";"2781";0.0290888495;0.0476987918;0.0290868729;0.0315884959;0;0;"2024-10-20T23:59:59.999Z"
"2024-10-07T00:00:00.000Z";"2024-10-13T23:59:59.999Z";"2024-10-07T01:40:00.000Z";"2024-10-09T19:43:00.000Z";"2781";0.050296064;0.0506972191;0.0278738296;0.0290888495;0;0;"2024-10-13T23:59:59.999Z"
"2024-09-30T00:00:00.000Z";"2024-10-06T23:59:59.999Z";"2024-10-01T07:13:00.000Z";"2024-10-05T05:44:00.000Z";"2781";0.0376063734;0.0589957809;0.028299044;0.050296064;0;0;"2024-10-06T23:59:59.999Z"
"2024-09-23T00:00:00.000Z";"2024-09-29T23:59:59.999Z";"2024-09-28T04:19:00.000Z";"2024-09-28T23:42:00.000Z";"2781";0.0382032835;0.0404130529;0.0321032727;0.0376063734;0;0;"2024-09-29T23:59:59.999Z"
"2024-09-16T00:00:00.000Z";"2024-09-22T23:59:59.999Z";"2024-09-22T23:17:00.000Z";"2024-09-17T17:40:00.000Z";"2781";0.0340005648;0.0383206681;0.0301016775;0.0382032835;0;0;"2024-09-22T23:59:59.999Z"
"2024-09-09T00:00:00.000Z";"2024-09-15T23:59:59.999Z";"2024-09-14T15:44:00.000Z";"2024-09-09T15:17:00.000Z";"2781";0.0315087895;0.0358227613;0.0309971499;0.0340005648;0;0;"2024-09-15T23:59:59.999Z"
"2024-09-02T00:00:00.000Z";"2024-09-08T23:59:59.999Z";"2024-09-06T23:29:00.000Z";"2024-09-07T05:49:00.000Z";"2781";0.0381991542;0.0558832313;0.0297899914;0.0315087895;0;0;"2024-09-08T23:59:59.999Z"
"2024-08-26T00:00:00.000Z";"2024-09-01T23:59:59.999Z";"2024-08-29T17:39:00.000Z";"2024-08-26T02:22:00.000Z";"2781";0.0366177118;0.0400089903;0.0363092112;0.0381991542;0;0;"2024-09-01T23:59:59.999Z"
"2024-08-19T00:00:00.000Z";"2024-08-25T23:59:59.999Z";"2024-08-23T06:51:00.000Z";"2024-08-21T13:47:00.000Z";"2781";0.0365068947;0.0569089742;0.034221716;0.0366177118;0;0;"2024-08-25T23:59:59.999Z"
"2024-08-12T00:00:00.000Z";"2024-08-18T23:59:59.999Z";"2024-08-12T07:52:00.000Z";"2024-08-14T22:12:00.000Z";"2781";0.0393065526;0.0579129189;0.0319065147;0.0365068947;0;0;"2024-08-18T23:59:59.999Z"
"2024-08-05T00:00:00.000Z";"2024-08-11T23:59:59.999Z";"2024-08-05T00:05:00.000Z";"2024-08-05T06:29:00.000Z";"2781";0.0440875308;0.0441841542;0.0343959416;0.0393065526;0;0;"2024-08-11T23:59:59.999Z"
"2024-07-29T00:00:00.000Z";"2024-08-04T23:59:59.999Z";"2024-08-01T17:07:00.000Z";"2024-07-30T02:43:00.000Z";"2781";0.0267988856;0.0653550248;0.025493795;0.0440875308;0;0;"2024-08-04T23:59:59.999Z"
"2024-07-22T00:00:00.000Z";"2024-07-28T23:59:59.999Z";"2024-07-22T08:11:00.000Z";"2024-07-27T07:40:00.000Z";"2781";0.0279055811;0.0279170906;0.0173000982;0.0267988856;0;0;"2024-07-28T23:59:59.999Z"
"2024-07-15T00:00:00.000Z";"2024-07-21T23:59:59.999Z";"2024-07-15T01:19:00.000Z";"2024-07-15T22:13:00.000Z";"2781";0.0399157064;0.040115603;0.0121048931;0.0279055811;0;0;"2024-07-21T23:59:59.999Z"
"2024-07-08T00:00:00.000Z";"2024-07-14T23:59:59.999Z";"2024-07-09T18:49:00.000Z";"2024-07-09T17:01:00.000Z";"2781";0.0252950195;0.0409460567;0.0120996403;0.0399157064;0;0;"2024-07-14T23:59:59.999Z"
"2024-07-01T00:00:00.000Z";"2024-07-07T23:59:59.999Z";"2024-07-06T00:40:00.000Z";"2024-07-05T03:01:00.000Z";"2781";0.026059505;0.0408384877;0.021605286;0.0252950195;0;0;"2024-07-07T23:59:59.999Z"
